user_id,date,is_weekend,sleep_duration,study_work_duration,break_duration,exercise_duration,downtime_duration,stress_level,mood_score,focus_score,task_planned,task_completed,completion_ratio,fatigue_index,cumulative_fatigue,productivity_score,productivity_label
8,2024-10-08,0,5.74,6.82,3.120000000000001,33.0,7.77,4,7,6,8,8,1.0,52.55,48.42,68.87,1
8,2024-10-09,0,4.715,8.43,3.7816666666666663,23.0,6.69,5,7,6,10,8,0.8,57.43,49.32,64.93,1
8,2024-10-10,0,6.85,10.31,0.0,15.0,6.73,7,3,5,12,5,0.417,70.78,51.47,58.57,1
8,2024-10-11,0,6.6,8.28,3.3066666666666684,35.0,5.23,6,7,4,10,7,0.7,58.27,52.15,53.86,0
8,2024-10-12,1,8.49,2.24,6.0,62.0,3.38,5,6,6,3,0,0.0,37.91,50.73,48.52,0
8,2024-10-13,1,8.15,2.38,6.0,36.0,4.0,4,6,5,3,3,1.0,34.81,49.13,62.17,1
8,2024-10-14,0,5.93,6.53,3.879999999999999,36.0,7.06,5,4,9,8,8,1.0,55.15,49.74,69.38,1
8,2024-10-15,0,5.17,8.75,6.0,34.0,3.46,7,6,5,10,10,1.0,59.34,50.7,78.21,2
8,2024-10-16,0,7.92,8.13,0.0,60.0,9.77,3,8,6,10,5,0.5,55.16,51.14,68.6,1
8,2024-10-17,0,6.9,8.21,1.8166666666666664,50.0,6.24,3,6,6,10,5,0.5,45.85,50.61,60.18,1
8,2024-10-18,0,7.37,7.37,1.0666666666666664,47.0,7.41,4,5,7,9,3,0.333,52.53,50.8,50.89,0
8,2024-10-19,1,8.74,1.7,6.0,26.0,4.33,2,3,6,3,3,1.0,24.52,48.18,61.23,1
8,2024-10-20,1,6.45,0.88,6.0,39.0,3.95,4,8,4,3,3,1.0,32.09,46.57,68.82,1
8,2024-10-21,0,5.38,10.42,3.086666666666666,41.0,4.43,5,3,3,13,7,0.538,54.82,47.39,69.11,1
8,2024-10-22,0,8.03,6.13,4.386666666666667,41.0,4.77,2,6,4,7,4,0.571,33.33,45.99,61.83,1
8,2024-10-23,0,6.9,11.14,0.0,40.0,7.36,3,6,5,13,13,1.0,53.9,46.78,57.33,1
8,2024-10-24,0,5.88,8.99,1.629999999999999,15.0,7.25,4,6,5,11,4,0.364,54.9,47.59,55.48,1
8,2024-10-25,0,7.26,7.26,0.5300000000000011,51.0,8.1,4,6,3,9,9,1.0,54.19,48.25,55.67,1
8,2024-10-26,1,8.33,2.51,6.0,39.0,5.29,4,7,8,3,3,1.0,38.48,47.27,63.37,1
8,2024-10-27,1,5.18,1.52,6.0,46.0,4.97,5,10,6,3,3,1.0,40.92,46.64,75.97,2
8,2024-10-28,0,7.62,10.0,0.0,46.0,6.77,1,6,6,12,8,0.667,40.35,46.01,74.71,2
8,2024-10-29,0,5.29,9.43,1.0133333333333354,7.0,8.15,3,8,3,11,6,0.545,53.06,46.71,60.29,1
8,2024-10-30,0,7.29,7.74,0.0,25.0,10.19,4,4,8,9,6,0.667,60.61,48.1,52.05,0
8,2024-10-31,0,6.47,8.56,1.8599999999999994,30.0,6.61,5,8,7,10,1,0.1,57.44,49.04,46.71,0
8,2024-11-01,0,7.38,8.51,2.1799999999999997,27.0,5.48,2,9,6,10,9,0.9,39.33,48.07,55.43,1
8,2024-11-02,1,7.67,1.62,6.0,40.0,5.8,4,5,5,3,3,1.0,38.31,47.09,62.95,1
8,2024-11-03,1,8.37,2.43,6.0,54.0,5.91,5,5,6,3,3,1.0,45.0,46.88,76.59,2
8,2024-11-04,0,7.77,6.62,2.0233333333333334,28.0,7.12,7,3,4,8,8,1.0,65.46,48.74,74.32,2
8,2024-11-05,0,7.22,8.67,0.0,12.0,8.34,5,7,6,10,5,0.5,62.26,50.09,63.41,1
8,2024-11-06,0,6.94,8.38,1.9399999999999977,30.0,6.24,6,6,7,10,5,0.5,61.14,51.2,54.08,0
8,2024-11-07,0,6.32,5.0,5.66,30.0,6.52,6,5,6,6,6,1.0,56.07,51.68,58.85,1
8,2024-11-08,0,6.63,5.91,2.446666666666669,41.0,8.33,5,4,6,7,7,1.0,57.48,52.26,66.74,1
8,2024-11-09,1,6.91,1.29,6.0,24.0,8.33,5,10,5,3,3,1.0,49.52,51.99,74.7,2
8,2024-11-10,1,6.67,3.07,6.0,25.0,5.57,4,6,7,4,3,0.75,40.2,50.81,73.49,2
8,2024-11-11,0,7.13,8.75,0.0,33.0,9.62,5,5,4,10,10,1.0,65.83,52.31,69.88,1
8,2024-11-12,0,8.07,8.68,1.9466666666666654,2.0,5.27,7,6,4,10,7,0.7,64.06,53.49,61.49,1
8,2024-11-13,0,6.42,7.84,3.913333333333334,1.0,5.81,1,10,5,9,9,1.0,34.06,51.54,61.58,1
8,2024-11-14,0,5.94,9.48,1.6733333333333285,40.0,6.24,2,5,4,11,8,0.727,43.04,50.69,60.7,1
8,2024-11-15,0,8.65,7.37,0.0,17.0,9.11,5,7,5,9,7,0.778,62.08,51.83,61.34,1
8,2024-11-16,1,7.71,1.23,6.0,48.0,5.38,5,7,5,3,3,1.0,41.52,50.8,63.25,1
8,2024-11-17,1,9.07,1.23,6.0,49.0,4.78,4,8,5,3,3,1.0,34.91,49.21,71.7,2
8,2024-11-18,0,7.24,8.67,2.626666666666665,41.0,4.78,3,7,4,10,1,0.1,42.74,48.56,66.46,1
8,2024-11-19,0,7.71,7.27,2.5166666666666657,74.0,5.27,3,4,6,9,9,1.0,41.63,47.87,64.92,1
8,2024-11-20,0,6.59,6.19,4.093333333333334,49.0,6.31,5,7,4,7,7,1.0,52.56,48.34,61.53,1
8,2024-11-21,0,6.59,7.99,2.200000000000003,54.0,6.32,4,7,8,10,1,0.1,50.69,48.58,63.94,1
8,2024-11-22,0,5.66,8.44,0.7199999999999989,21.0,8.83,4,5,6,10,9,0.9,58.18,49.54,59.27,1
8,2024-11-23,1,7.87,1.6,6.0,42.0,7.38,4,10,5,3,3,1.0,42.51,48.83,62.23,1
8,2024-11-24,1,6.97,2.44,6.0,50.0,5.78,4,4,4,3,3,1.0,39.67,47.92,72.39,2
8,2024-11-25,0,6.62,9.45,3.333333333333332,22.0,4.23,4,6,8,11,6,0.545,47.61,47.89,72.81,2
8,2024-11-26,0,5.29,8.11,3.9700000000000024,15.0,6.38,3,5,6,10,9,0.9,46.05,47.7,69.28,1
8,2024-11-27,0,6.76,7.06,0.7566666666666642,32.0,8.89,4,7,8,8,8,1.0,55.96,48.53,67.47,1
8,2024-11-28,0,7.59,7.06,0.0,35.0,8.89,4,5,8,8,5,0.625,55.96,49.27,65.55,1
8,2024-11-29,0,6.26,8.72,2.6733333333333356,13.0,6.13,5,6,5,10,10,1.0,56.44,49.99,64.73,1
8,2024-11-30,1,6.26,1.97,6.0,37.0,4.14,3,7,6,3,3,1.0,29.47,47.94,68.28,1
8,2024-12-01,1,7.36,2.03,6.0,48.0,4.88,5,5,4,3,3,1.0,41.56,47.3,74.99,2
8,2024-12-02,0,6.14,8.19,2.523333333333337,31.0,6.63,5,2,6,10,6,0.6,56.86,48.25,70.92,2
8,2024-12-03,0,6.64,10.23,2.133333333333333,58.0,4.03,7,5,3,12,3,0.25,63.42,49.77,56.36,1
8,2024-12-04,0,6.64,8.65,2.1400000000000006,21.0,6.22,6,7,5,10,2,0.2,61.56,50.95,43.91,0
8,2024-12-05,0,6.22,9.61,1.4100000000000001,18.0,6.46,5,9,3,12,7,0.583,58.85,51.74,41.08,0
8,2024-12-06,0,7.43,5.45,2.736666666666668,35.0,7.8,4,6,4,7,5,0.714,50.27,51.59,47.73,0
8,2024-12-07,1,7.76,2.45,5.836666666666666,59.0,6.97,5,7,6,3,3,1.0,47.88,51.22,61.9,1
8,2024-12-08,1,7.59,0.82,6.0,48.0,1.8500000000000005,4,9,6,3,3,1.0,26.36,48.74,74.33,2
8,2024-12-09,0,6.35,8.16,1.3033333333333346,34.0,7.62,6,5,2,10,9,0.9,64.46,50.31,72.95,2
8,2024-12-10,0,8.1,8.0,0.0,46.0,7.8,5,5,2,10,9,0.9,59.66,51.24,63.4,1
8,2024-12-11,0,6.69,8.97,0.1233333333333313,25.0,7.8,5,6,3,11,6,0.545,61.34,52.25,49.25,0
8,2024-12-12,0,7.74,6.74,3.8000000000000007,27.0,5.27,4,3,5,8,1,0.125,45.72,51.6,45.37,0
8,2024-12-13,0,7.74,4.72,3.203333333333333,37.0,7.72,4,6,6,6,6,1.0,48.8,51.32,52.25,0
8,2024-12-14,1,7.34,0.73,6.0,66.0,4.33,4,4,3,3,3,1.0,32.85,49.47,63.7,1
8,2024-12-15,1,7.53,1.93,6.0,69.0,4.53,3,5,9,3,3,1.0,30.45,47.57,79.84,2
8,2024-12-16,0,6.89,9.85,0.0,21.0,9.83,6,4,6,12,7,0.583,73.28,50.14,71.02,2
8,2024-12-17,0,7.7,9.42,1.0333333333333314,25.0,5.43,5,4,4,11,1,0.091,55.77,50.7,56.14,1
8,2024-12-18,0,7.69,6.67,2.990000000000002,24.0,6.25,3,6,6,8,6,0.75,43.22,49.96,47.56,0
8,2024-12-19,0,8.44,8.58,0.0,2.0,7.94,6,6,9,10,8,0.8,66.04,51.56,52.61,0
8,2024-12-20,0,6.19,7.39,1.423333333333332,37.0,8.38,2,6,5,9,9,1.0,45.16,50.92,64.54,1
8,2024-12-21,1,7.12,1.67,6.0,37.0,4.39,5,7,5,3,3,1.0,39.63,49.79,69.17,1
8,2024-12-22,1,6.96,1.79,6.0,69.0,7.65,5,5,6,3,3,1.0,48.56,49.67,75.48,2
8,2024-12-23,0,8.03,7.88,0.0,38.0,7.77,3,7,5,9,3,0.333,49.38,49.64,67.09,1
8,2024-12-24,0,7.47,6.57,1.8200000000000003,30.0,7.64,3,4,5,8,6,0.75,46.77,49.35,60.46,1
8,2024-12-25,0,7.19,8.3,1.216666666666665,23.0,6.91,6,4,6,10,8,0.8,62.8,50.7,52.96,0
8,2024-12-26,0,6.05,8.98,1.5666666666666664,38.0,6.77,4,9,6,11,5,0.455,53.6,50.99,56.06,1
8,2024-12-27,0,7.33,8.49,0.0,45.0,7.64,4,6,3,10,5,0.5,55.08,51.4,50.49,0
8,2024-12-28,1,9.28,2.38,4.503333333333334,16.0,7.57,4,6,4,3,3,1.0,44.36,50.69,54.97,0
8,2024-12-29,1,9.1,2.23,6.0,34.0,5.52,4,6,6,3,3,1.0,38.62,49.49,65.29,1
8,2024-12-30,0,6.72,8.22,2.186666666666664,26.0,6.44,6,3,3,10,7,0.7,61.4,50.68,68.21,1
8,2024-12-31,0,5.84,9.66,0.0,43.0,7.92,6,5,2,12,5,0.417,67.85,52.4,55.5,1
8,2025-01-01,0,6.69,7.18,3.530000000000001,0.0,6.6,4,7,4,9,4,0.444,50.04,52.16,44.34,0
8,2025-01-02,0,6.23,7.79,2.9633333333333347,25.0,6.6,6,4,3,9,6,0.667,61.09,53.05,44.58,0
8,2025-01-03,0,5.81,11.23,0.0,49.0,6.6,4,7,4,13,8,0.615,57.02,53.45,49.22,0
8,2025-01-04,1,7.01,2.53,6.0,40.0,6.12,3,4,6,3,1,0.333,35.74,51.68,52.38,0
8,2025-01-05,1,6.41,1.96,6.0,17.0,4.46,6,6,5,3,2,0.667,45.31,51.04,56.72,1
8,2025-01-06,0,5.18,7.51,2.5966666666666676,23.0,8.33,7,4,6,9,6,0.667,70.24,52.96,59.17,1
8,2025-01-07,0,8.56,8.93,0.0,6.0,7.99,6,8,5,11,4,0.364,66.77,54.34,52.99,0
8,2025-01-08,0,7.26,5.7,5.563333333333336,13.0,5.26,3,5,3,7,7,1.0,38.9,52.8,55.48,1
8,2025-01-09,0,7.19,8.82,1.3399999999999963,30.0,6.15,4,3,6,11,11,1.0,51.66,52.68,59.53,1
8,2025-01-10,0,6.47,8.82,2.2766666666666673,11.0,6.25,6,9,7,11,7,0.636,61.93,53.61,65.93,1
8,2025-01-11,1,6.47,1.7,6.0,41.0,3.48,4,4,4,3,3,1.0,32.24,51.47,67.29,1
8,2025-01-12,1,7.35,2.32,6.0,19.0,6.5,5,9,5,3,3,1.0,46.39,50.96,70.72,2
8,2025-01-13,0,5.09,7.4,5.816666666666666,38.0,5.06,4,5,3,9,9,1.0,46.3,50.5,75.19,2
8,2025-01-14,0,7.02,12.72,0.0,6.0,4.96,3,6,7,15,4,0.267,50.2,50.47,63.73,1
8,2025-01-15,0,7.14,7.33,1.5166666666666693,38.0,7.38,4,4,4,9,8,0.889,52.38,50.66,57.86,1
8,2025-01-16,0,6.83,8.36,1.9766666666666666,38.0,6.2,6,4,4,10,10,1.0,61.0,51.69,55.12,1
8,2025-01-17,0,8.22,6.25,4.096666666666664,29.0,4.95,3,8,6,8,5,0.625,39.02,50.43,62.89,1
8,2025-01-18,1,7.32,2.24,5.0,42.0,8.74,3,6,6,3,3,1.0,42.25,49.61,69.04,1
8,2025-01-19,1,7.74,2.81,6.0,22.0,5.9,5,6,5,3,3,1.0,45.63,49.21,73.52,2
8,2025-01-20,0,7.8,7.33,1.0633333333333361,19.0,7.49,5,8,7,9,7,0.778,57.68,50.06,72.48,2
8,2025-01-21,0,7.8,8.15,0.1266666666666687,26.0,7.49,5,7,3,10,7,0.7,59.09,50.96,62.29,1
8,2025-01-22,0,6.78,7.53,1.9366666666666639,26.0,7.32,5,6,6,9,6,0.667,57.57,51.62,55.56,1
8,2025-01-23,0,6.78,9.39,0.0,51.0,7.2,5,6,6,11,7,0.636,60.45,52.5,52.54,0
8,2025-01-24,0,9.02,9.33,0.0,28.0,6.33,3,7,6,11,4,0.364,48.02,52.06,51.71,0
8,2025-01-25,1,6.71,1.66,6.0,10.0,4.88,6,6,3,3,3,1.0,45.92,51.44,56.33,1
8,2025-01-26,1,8.8,3.19,3.8599999999999994,60.0,7.15,5,7,7,4,4,1.0,49.63,51.26,65.25,1
8,2025-01-27,0,7.24,8.88,0.879999999999999,0.0,7.0,4,5,9,11,6,0.545,54.04,51.54,68.78,1
8,2025-01-28,0,7.59,8.6,0.0,17.0,7.62,6,3,9,10,2,0.2,65.22,52.91,58.87,1
8,2025-01-29,0,6.99,5.09,3.7766666666666673,20.0,7.81,3,7,4,6,6,1.0,44.67,52.08,55.66,1
8,2025-01-30,0,8.3,9.85,0.0,34.0,6.44,4,7,6,12,8,0.667,54.21,52.3,55.31,1
8,2025-01-31,0,7.06,8.68,1.023333333333337,13.0,7.02,4,6,7,10,2,0.2,53.75,52.44,55.29,1
8,2025-02-01,1,8.34,2.0,6.0,44.0,4.67,3,9,5,3,3,1.0,30.95,50.29,59.24,1
8,2025-02-02,1,6.48,2.33,6.0,32.0,3.36,4,6,7,3,3,1.0,33.01,48.56,68.53,1
8,2025-02-03,0,6.78,5.49,2.456666666666667,14.0,9.04,7,4,5,7,5,0.714,68.66,50.57,73.01,2
8,2025-02-04,0,7.9,6.63,0.41999999999999815,18.0,8.75,6,8,6,8,7,0.875,64.84,52.0,65.85,1
8,2025-02-05,0,7.95,8.19,1.5166666666666657,26.0,5.91,2,6,6,10,7,0.7,39.93,50.79,58.33,1
8,2025-02-06,0,6.24,8.21,3.423333333333332,37.0,5.51,5,7,6,10,3,0.3,53.9,51.1,56.62,1
8,2025-02-07,0,7.06,7.65,1.543333333333333,10.0,7.58,2,6,8,9,5,0.556,43.47,50.34,55.81,1
8,2025-02-08,1,7.11,1.06,6.0,28.0,2.01,3,7,6,3,2,0.667,22.21,47.53,59.31,1
8,2025-02-09,1,7.43,1.61,6.0,27.0,4.98,1,7,7,3,1,0.333,21.1,44.88,63.57,1
8,2025-02-10,0,8.57,8.41,0.0,18.0,7.57,4,6,5,10,5,0.5,54.75,45.87,59.48,1
8,2025-02-11,0,6.37,6.92,1.5300000000000011,21.0,8.83,4,7,4,8,5,0.625,55.56,46.84,52.6,0
8,2025-02-12,0,6.76,7.02,1.1066666666666656,17.0,8.83,2,7,6,8,8,1.0,45.73,46.73,54.39,0
8,2025-02-13,0,8.13,10.38,0.0,47.0,7.73,3,7,6,12,3,0.25,53.58,47.41,53.12,0
8,2025-02-14,0,7.7,6.34,3.753333333333334,43.0,5.49,5,4,6,8,8,1.0,50.62,47.73,61.27,1
8,2025-02-15,1,7.36,1.19,6.0,31.0,6.58,5,6,6,3,3,1.0,44.66,47.43,65.28,1
8,2025-02-16,1,8.53,1.79,6.0,45.0,5.51,4,6,7,3,3,1.0,37.83,46.47,79.54,2
8,2025-02-17,0,8.53,1.79,6.0,12.0,5.0,1,9,6,3,0,0.0,21.47,43.97,71.06,2
8,2025-02-18,0,6.67,7.28,6.0,29.0,3.48,4,5,8,9,8,0.889,41.86,43.76,71.46,2
8,2025-02-19,0,5.39,11.11,0.0,26.0,8.08,7,3,7,13,5,0.385,75.77,46.96,57.07,1
8,2025-02-20,0,7.71,6.98,0.06333333333333613,28.0,8.78,5,5,6,8,8,1.0,60.53,48.32,61.94,1
8,2025-02-21,0,5.78,8.33,3.676666666666666,29.0,5.73,3,6,6,10,8,0.8,44.69,47.95,57.4,1
8,2025-02-22,1,7.54,1.85,6.0,34.0,5.15,5,7,8,3,3,1.0,41.97,47.35,72.0,2
8,2025-02-23,1,6.61,2.92,6.0,39.0,6.31,4,6,6,4,4,1.0,41.92,46.81,77.54,2
8,2025-02-24,0,7.81,7.8,0.09666666666666757,26.0,7.86,4,8,5,9,4,0.444,54.48,47.58,69.95,1
8,2025-02-25,0,7.49,7.8,3.0366666666666653,41.0,4.99,6,6,3,9,8,0.889,56.8,48.5,62.28,1
8,2025-02-26,0,8.27,9.19,0.0,26.0,6.9,1,7,7,11,8,0.727,39.31,47.58,55.66,1
8,2025-02-27,0,8.43,8.36,0.3633333333333333,7.0,6.73,5,7,4,10,8,0.8,57.42,48.57,58.7,1
8,2025-02-28,0,7.94,6.8,1.1133333333333333,22.0,7.78,4,6,7,8,6,0.75,52.54,48.96,58.36,1
8,2025-03-01,1,8.73,2.45,6.0,41.0,4.46,5,5,4,3,2,0.667,41.16,48.18,60.06,1
8,2025-03-02,1,7.12,2.73,6.0,58.0,5.98,5,8,7,3,3,1.0,45.71,47.94,70.3,2
8,2025-03-03,0,8.44,8.83,0.0,45.0,7.22,5,6,9,11,5,0.455,59.54,49.1,67.95,1
8,2025-03-04,0,8.09,9.99,0.0,1.0,7.08,4,6,5,12,4,0.333,56.17,49.8,58.93,1
8,2025-03-05,0,9.35,8.9,0.0,49.0,5.79,6,4,5,11,6,0.545,60.84,50.91,46.87,0
8,2025-03-06,0,7.92,9.42,0.0,2.0,6.82,6,9,5,11,6,0.545,64.49,52.27,44.03,0
8,2025-03-07,0,7.01,10.02,0.0,29.0,8.4,5,4,9,12,11,0.917,64.75,53.51,53.44,0
8,2025-03-08,1,8.11,2.05,6.0,56.0,5.67,3,10,9,3,3,1.0,33.71,51.53,67.86,1
8,2025-03-09,1,8.14,1.74,6.0,56.0,4.78,5,6,4,3,3,1.0,40.79,50.46,78.61,2
8,2025-03-10,0,6.75,5.5,6.0,23.0,3.69,6,6,4,7,4,0.571,49.36,50.35,76.25,2
8,2025-03-11,0,5.89,8.94,0.0,27.0,10.44,4,8,3,11,4,0.364,63.35,51.65,57.49,1
8,2025-03-12,0,7.51,7.58,2.823333333333334,34.0,5.52,3,7,5,9,7,0.778,42.84,50.77,52.89,0
8,2025-03-13,0,6.28,6.97,0.259999999999998,30.0,9.99,6,4,6,8,8,1.0,68.75,52.57,53.68,0
8,2025-03-14,0,6.83,9.99,0.0,18.0,8.19,3,5,6,12,8,0.667,54.14,52.72,59.46,1
8,2025-03-15,1,8.32,1.9,5.006666666666668,35.0,8.19,4,4,10,3,3,1.0,45.19,51.97,66.98,1
8,2025-03-16,1,7.12,2.7,6.0,62.0,6.23,4,5,5,3,3,1.0,41.33,50.91,72.82,2
8,2025-03-17,0,6.68,8.48,0.5133333333333354,46.0,7.56,3,7,5,10,5,0.5,49.85,50.8,71.45,2
8,2025-03-18,0,6.75,6.55,0.0,52.0,10.44,4,7,5,8,8,1.0,59.23,51.64,63.64,1
8,2025-03-19,0,6.45,7.96,4.273333333333333,34.0,4.75,5,2,4,10,5,0.5,51.43,51.62,54.57,0
8,2025-03-20,0,6.59,8.35,4.370000000000001,0.0,4.69,3,5,4,10,6,0.6,41.94,50.65,57.24,1
8,2025-03-21,0,5.41,5.9,6.0,44.0,5.64,3,9,6,7,6,0.857,40.26,49.61,61.81,1
8,2025-03-22,1,7.84,1.65,6.0,55.0,4.84,3,8,5,3,3,1.0,30.8,47.73,71.57,2
8,2025-03-23,1,9.31,2.26,6.0,47.0,5.23,4,10,6,3,3,1.0,37.89,46.75,80.92,2
8,2025-03-24,0,6.98,8.14,4.696666666666665,8.0,4.05,7,6,4,10,3,0.3,59.87,48.06,70.53,2
8,2025-03-25,0,8.01,8.86,1.8599999999999994,36.0,4.67,6,2,5,11,7,0.636,57.77,49.03,61.23,1
8,2025-03-26,0,7.04,7.73,0.0,30.0,9.64,4,6,3,9,5,0.556,59.12,50.04,47.15,0
8,2025-03-27,0,7.71,9.16,0.6233333333333313,40.0,5.84,3,6,2,11,10,0.909,46.42,49.68,50.69,0
8,2025-03-28,0,7.48,7.46,2.1466666666666647,23.0,6.53,4,6,3,9,8,0.889,50.33,49.74,52.63,0
8,2025-03-29,1,7.48,1.51,6.0,45.0,6.2,5,5,2,3,3,1.0,44.2,49.19,62.39,1
8,2025-03-30,1,7.96,2.09,6.0,36.0,4.47,4,7,4,3,3,1.0,35.56,47.83,69.45,1
8,2025-03-31,0,7.85,9.02,0.0,25.0,7.76,5,4,4,11,7,0.636,61.31,49.17,65.09,1
8,2025-04-01,0,7.18,9.63,0.0,18.0,7.32,3,6,4,12,5,0.417,51.19,49.38,54.69,0
8,2025-04-02,0,5.94,7.25,2.346666666666664,38.0,7.83,3,6,4,9,8,0.889,48.45,49.28,49.72,0
8,2025-04-03,0,6.73,7.78,0.3866666666666667,35.0,8.52,4,7,7,9,0,0.0,56.21,49.98,45.5,0
8,2025-04-04,0,5.5,7.71,2.43333333333333,25.0,7.94,2,7,5,9,7,0.778,44.54,49.43,52.44,0
8,2025-04-05,1,8.11,1.35,6.0,50.0,4.67,3,5,6,3,3,1.0,29.82,47.47,59.2,1
8,2025-04-06,1,7.98,2.17,6.0,44.0,1.8500000000000005,6,8,6,3,3,1.0,38.69,46.59,75.31,2
8,2025-04-07,0,6.57,6.58,3.0933333333333337,67.0,6.64,5,10,7,8,7,0.875,54.11,47.34,79.42,2
8,2025-04-08,0,6.57,7.95,1.5100000000000016,30.0,7.47,3,5,5,10,10,1.0,48.69,47.48,73.85,2
8,2025-04-09,0,6.98,7.69,4.549999999999997,30.0,4.28,3,5,7,9,5,0.556,39.71,46.7,67.89,1
8,2025-04-10,0,7.26,7.66,2.246666666666666,23.0,6.45,3,6,9,9,5,0.556,45.46,46.58,64.25,1
8,2025-04-11,0,7.81,7.7,0.0,42.0,7.91,4,5,5,9,5,0.556,54.44,47.36,58.22,1
8,2025-04-12,1,7.57,1.1,6.0,48.0,7.91,4,5,5,3,3,1.0,43.06,46.93,62.98,1
8,2025-04-13,1,7.58,2.59,6.0,40.0,2.22,3,7,6,3,3,1.0,25.41,44.78,69.88,1
8,2025-04-14,0,7.02,6.62,2.849999999999998,33.0,6.96,4,4,8,8,7,0.875,50.04,45.31,77.75,2
8,2025-04-15,0,6.56,9.22,1.879999999999999,27.0,5.89,4,5,8,11,7,0.636,51.65,45.94,71.87,2
8,2025-04-16,0,4.89,5.86,6.0,55.0,5.88,4,6,2,7,7,1.0,45.84,45.93,67.94,1
8,2025-04-17,0,7.91,6.79,2.0266666666666673,29.0,6.79,4,6,4,8,7,0.875,49.87,46.33,64.62,1
8,2025-04-18,0,7.93,9.04,0.9200000000000017,48.0,5.31,3,6,7,11,7,0.636,44.79,46.17,64.2,1
8,2025-04-19,1,6.59,1.67,6.0,64.0,5.99,3,5,7,3,3,1.0,33.91,44.95,68.61,1
8,2025-04-20,1,5.49,1.76,6.0,21.0,5.65,5,6,7,3,3,1.0,43.15,44.77,74.78,2
8,2025-04-21,0,7.31,8.04,0.0,30.0,9.75,5,7,5,10,5,0.5,64.95,46.78,69.74,1
8,2025-04-22,0,6.61,6.85,4.819999999999997,21.0,5.37,8,7,4,8,7,0.875,66.18,48.72,63.39,1
8,2025-04-23,0,8.33,6.89,3.620000000000001,18.0,4.86,4,6,7,8,8,1.0,44.88,48.34,62.25,1
8,2025-04-24,0,6.58,9.36,3.863333333333337,43.0,3.48,2,6,3,11,6,0.545,35.45,47.05,65.71,1
8,2025-04-25,0,8.48,9.46,0.0,12.0,6.69,3,5,3,11,6,0.545,49.21,47.27,58.1,1
8,2025-04-26,1,8.09,2.04,5.810000000000002,57.0,7.11,5,7,8,3,3,1.0,47.54,47.29,61.18,1
8,2025-04-27,1,7.94,1.47,6.0,28.0,5.35,4,7,2,3,3,1.0,36.85,46.25,66.92,1
8,2025-04-28,0,7.99,8.52,0.0,25.0,8.96,8,5,7,10,10,1.0,78.66,49.49,73.98,2
8,2025-04-29,0,8.35,6.94,2.0533333333333346,37.0,6.04,5,6,7,8,6,0.75,53.13,49.85,66.84,1
8,2025-04-30,0,7.67,7.73,0.0,45.0,8.02,4,7,7,9,5,0.556,54.79,50.35,60.52,1
8,2025-05-01,0,7.09,5.71,6.0,45.0,3.46,5,8,7,7,7,1.0,44.1,49.72,67.27,1
8,2025-05-02,0,7.66,5.74,5.606666666666666,38.0,4.36,5,8,8,7,5,0.714,46.56,49.41,70.85,2
8,2025-05-03,1,9.36,1.66,6.0,13.0,6.34,5,5,4,3,3,1.0,44.83,48.95,78.13,2
8,2025-05-04,1,7.51,1.66,6.0,23.0,5.02,5,7,8,3,3,1.0,41.3,48.18,78.26,2
8,2025-05-05,0,6.8,6.51,4.486666666666668,23.0,5.82,5,5,6,8,8,1.0,51.8,48.55,78.08,2
8,2025-05-06,0,7.6,8.21,0.163333333333334,16.0,7.76,2,6,6,10,8,0.8,44.92,48.18,72.66,2
8,2025-05-07,0,7.62,8.91,1.1433333333333309,40.0,5.66,2,4,7,11,6,0.545,40.5,47.41,63.28,1
8,2025-05-08,0,8.58,9.23,0.0,19.0,7.49,4,7,6,11,7,0.636,55.95,48.27,55.97,1
8,2025-05-09,0,5.96,6.63,3.2266666666666666,53.0,7.3,1,7,6,8,1,0.125,35.96,47.04,51.66,0
8,2025-05-10,1,8.54,2.05,6.0,47.0,4.47,5,10,2,3,3,1.0,40.5,46.38,57.7,1
8,2025-05-11,1,8.12,1.7,6.0,42.0,5.35,4,7,5,3,3,1.0,37.25,45.47,66.73,1
8,2025-05-12,0,6.43,5.74,5.146666666666665,47.0,5.9,3,5,8,7,7,1.0,40.68,44.99,79.24,2
8,2025-05-13,0,6.91,8.63,0.0,31.0,9.12,3,8,8,10,10,1.0,54.28,45.92,77.73,2
8,2025-05-14,0,5.32,5.74,5.773333333333333,28.0,6.7,5,3,7,7,7,1.0,52.82,46.61,77.31,2
8,2025-05-15,0,7.03,5.64,2.979999999999997,36.0,7.75,4,7,3,7,7,1.0,50.46,47.0,71.5,2
8,2025-05-16,0,7.54,6.92,0.9766666666666666,41.0,7.88,2,8,8,8,8,1.0,43.02,46.6,73.01,2
8,2025-05-17,1,6.89,1.68,6.0,68.0,4.01,4,8,6,3,3,1.0,33.63,45.3,74.68,2
8,2025-05-18,1,7.02,1.6,6.0,49.0,7.6,4,5,6,3,0,0.0,43.1,45.08,68.16,1
8,2025-05-19,0,7.06,6.93,4.010000000000005,24.0,5.6,3,8,5,8,4,0.5,41.93,44.77,62.31,1
8,2025-05-20,0,6.66,8.32,3.003333333333334,34.0,5.45,3,5,7,10,7,0.7,43.93,44.68,56.09,1
8,2025-05-21,0,7.44,8.55,0.4799999999999969,3.0,7.48,4,8,2,10,7,0.7,54.75,45.69,55.87,1
